"max_zscore","pulse","variable","conditions","odorant","olfactory_receptor","short_cond_names"
1.9332,"1_04132023_3_antenna_13_pulse_1","1_04132023_3_antenna_13","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.8852,"1_04132023_3_antenna_13_pulse_2","1_04132023_3_antenna_13","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.7339,"1_04132023_3_antenna_13_pulse_3","1_04132023_3_antenna_13","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.3493,"1_04132023_3_antenna_14_pulse_1","1_04132023_3_antenna_14","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.7754,"1_04132023_3_antenna_14_pulse_2","1_04132023_3_antenna_14","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.4074,"1_04132023_3_antenna_14_pulse_3","1_04132023_3_antenna_14","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.6156,"1_04132023_3_antenna_15_pulse_1","1_04132023_3_antenna_15","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.3471,"1_04132023_3_antenna_15_pulse_2","1_04132023_3_antenna_15","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.1907,"1_04132023_3_antenna_15_pulse_3","1_04132023_3_antenna_15","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.3427,"1_04132023_3_antenna_16_pulse_1","1_04132023_3_antenna_16","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.7063,"1_04132023_3_antenna_16_pulse_2","1_04132023_3_antenna_16","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.4427,"1_04132023_3_antenna_16_pulse_3","1_04132023_3_antenna_16","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.3697,"1_04132023_3_antenna_17_pulse_1","1_04132023_3_antenna_17","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.5339,"1_04132023_3_antenna_17_pulse_2","1_04132023_3_antenna_17","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.4058,"1_04132023_3_antenna_17_pulse_3","1_04132023_3_antenna_17","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.078,"1_04132023_3_antenna_18_pulse_1","1_04132023_3_antenna_18","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.8136,"1_04132023_3_antenna_18_pulse_2","1_04132023_3_antenna_18","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
1.0458,"1_04132023_3_antenna_18_pulse_3","1_04132023_3_antenna_18","DmOR59b_Orco_Transgene_Gal4_GCaMP7f_F_M_5","water 7","DmOR59b","DmOR59b_M_5"
0.5954,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.722,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.9126,"1_09032023_antenna_7_pulse_3","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.8015,"1_09032023_antenna_8_pulse_1","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.0604,"1_09032023_antenna_8_pulse_2","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.2824,"1_09032023_antenna_8_pulse_3","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.8168,"1_09032023_antenna_9_pulse_1","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.6676,"1_09032023_antenna_9_pulse_2","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.6917,"1_09032023_antenna_9_pulse_3","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.0266,"1_09032023_antenna_10_pulse_1","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.2461,"1_09032023_antenna_10_pulse_2","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.7844,"1_09032023_antenna_10_pulse_3","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.2463,"1_09032023_antenna_11_pulse_1","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.2588,"1_09032023_antenna_11_pulse_2","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.3248,"1_09032023_antenna_11_pulse_3","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.4586,"1_09032023_antenna_12_pulse_1","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.2544,"1_09032023_antenna_12_pulse_2","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.7602,"1_09032023_antenna_12_pulse_3","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
14.1537,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
8.0787,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
7.0124,"1_09032023_antenna_7_pulse_3","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
11.7048,"1_09032023_antenna_8_pulse_1","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
6.3534,"1_09032023_antenna_8_pulse_2","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
6.9678,"1_09032023_antenna_8_pulse_3","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
10.7847,"1_09032023_antenna_9_pulse_1","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
6.1749,"1_09032023_antenna_9_pulse_2","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
5.9266,"1_09032023_antenna_9_pulse_3","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
11.9158,"1_09032023_antenna_10_pulse_1","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
5.9636,"1_09032023_antenna_10_pulse_2","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
7.0742,"1_09032023_antenna_10_pulse_3","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
13.1737,"1_09032023_antenna_11_pulse_1","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
7.9994,"1_09032023_antenna_11_pulse_2","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
8.2719,"1_09032023_antenna_11_pulse_3","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
13.2779,"1_09032023_antenna_12_pulse_1","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
7.7071,"1_09032023_antenna_12_pulse_2","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
8.1785,"1_09032023_antenna_12_pulse_3","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.4046,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.4226,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.54,"1_09032023_antenna_7_pulse_3","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.6445,"1_09032023_antenna_8_pulse_1","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.8324,"1_09032023_antenna_8_pulse_2","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.0021,"1_09032023_antenna_8_pulse_3","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.2452,"1_09032023_antenna_9_pulse_1","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.0277,"1_09032023_antenna_9_pulse_2","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.6032,"1_09032023_antenna_9_pulse_3","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.557,"1_09032023_antenna_10_pulse_1","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.8662,"1_09032023_antenna_10_pulse_2","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.3365,"1_09032023_antenna_10_pulse_3","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.5617,"1_09032023_antenna_11_pulse_1","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.3891,"1_09032023_antenna_11_pulse_2","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.0303,"1_09032023_antenna_11_pulse_3","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.6768,"1_09032023_antenna_12_pulse_1","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.6726,"1_09032023_antenna_12_pulse_2","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.9244,"1_09032023_antenna_12_pulse_3","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.8133,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.2183,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.2501,"1_09032023_antenna_7_pulse_3","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.1461,"1_09032023_antenna_8_pulse_1","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.0903,"1_09032023_antenna_8_pulse_2","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.1691,"1_09032023_antenna_8_pulse_3","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.898,"1_09032023_antenna_9_pulse_1","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.0401,"1_09032023_antenna_9_pulse_2","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.1234,"1_09032023_antenna_9_pulse_3","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.5599,"1_09032023_antenna_10_pulse_1","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.2434,"1_09032023_antenna_10_pulse_2","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.0791,"1_09032023_antenna_10_pulse_3","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.2694,"1_09032023_antenna_11_pulse_1","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.0111,"1_09032023_antenna_11_pulse_2","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.0172,"1_09032023_antenna_11_pulse_3","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.0209,"1_09032023_antenna_12_pulse_1","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.1562,"1_09032023_antenna_12_pulse_2","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.0034,"1_09032023_antenna_12_pulse_3","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.0794,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.6237,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.4707,"1_09032023_antenna_7_pulse_3","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.8625,"1_09032023_antenna_8_pulse_1","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.0341,"1_09032023_antenna_8_pulse_2","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.6716,"1_09032023_antenna_8_pulse_3","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.4862,"1_09032023_antenna_9_pulse_1","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.1772,"1_09032023_antenna_9_pulse_2","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.8519,"1_09032023_antenna_9_pulse_3","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.8132,"1_09032023_antenna_10_pulse_1","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.3809,"1_09032023_antenna_10_pulse_2","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.6792,"1_09032023_antenna_10_pulse_3","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.2381,"1_09032023_antenna_11_pulse_1","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.4849,"1_09032023_antenna_11_pulse_2","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
-0.1205,"1_09032023_antenna_11_pulse_3","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.6025,"1_09032023_antenna_12_pulse_1","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
1.5797,"1_09032023_antenna_12_pulse_2","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
0.7657,"1_09032023_antenna_12_pulse_3","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
5.9798,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
3.7391,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
3.6899,"1_09032023_antenna_7_pulse_3","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
5.5683,"1_09032023_antenna_8_pulse_1","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
2.5623,"1_09032023_antenna_8_pulse_2","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
3.72,"1_09032023_antenna_8_pulse_3","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
5.098,"1_09032023_antenna_9_pulse_1","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
3.46,"1_09032023_antenna_9_pulse_2","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
3.7969,"1_09032023_antenna_9_pulse_3","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
6.412,"1_09032023_antenna_10_pulse_1","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
4.5852,"1_09032023_antenna_10_pulse_2","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
4.6089,"1_09032023_antenna_10_pulse_3","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
6.3325,"1_09032023_antenna_11_pulse_1","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
4.3574,"1_09032023_antenna_11_pulse_2","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
4.4688,"1_09032023_antenna_11_pulse_3","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
6.3704,"1_09032023_antenna_12_pulse_1","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
4.2269,"1_09032023_antenna_12_pulse_2","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
4.2438,"1_09032023_antenna_12_pulse_3","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
16.0079,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
13.5495,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
12.0844,"1_09032023_antenna_7_pulse_3","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
14.4181,"1_09032023_antenna_8_pulse_1","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
10.4281,"1_09032023_antenna_8_pulse_2","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
10.036,"1_09032023_antenna_8_pulse_3","1_09032023_antenna_8","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
11.1783,"1_09032023_antenna_9_pulse_1","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
9.9839,"1_09032023_antenna_9_pulse_2","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
9.1434,"1_09032023_antenna_9_pulse_3","1_09032023_antenna_9","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
13.0166,"1_09032023_antenna_10_pulse_1","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
12.2667,"1_09032023_antenna_10_pulse_2","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
10.7876,"1_09032023_antenna_10_pulse_3","1_09032023_antenna_10","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
12.5033,"1_09032023_antenna_11_pulse_1","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
9.0986,"1_09032023_antenna_11_pulse_2","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
9.7848,"1_09032023_antenna_11_pulse_3","1_09032023_antenna_11","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
13.1221,"1_09032023_antenna_12_pulse_1","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
11.4881,"1_09032023_antenna_12_pulse_2","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
10.8329,"1_09032023_antenna_12_pulse_3","1_09032023_antenna_12","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
23.7836,"1_09032023_antenna_7_pulse_1","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
21.8699,"1_09032023_antenna_7_pulse_2","1_09032023_antenna_7","AgOR2_ORCO_Transgene_Gal4_GCaMP7f_F_M_5","O-Cresol","AgOR2","AgOR2_M_5"
