"max_zscore","pulse","variable","conditions","odorant","olfactory_receptor","short_cond_names"
0.9798,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.279,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.863,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.2558,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.3588,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.0243,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.8181,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.2635,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.9977,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.6958,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.3427,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.328,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.1101,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.3637,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3303,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.8731,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.4217,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.9355,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.1492,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.6524,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.7827,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.9082,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3631,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.8715,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.8416,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.6863,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.2147,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.6905,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3968,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.9607,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.2985,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.1889,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.0959,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.0894,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.6804,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.6166,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.7491,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.203,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.9466,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.636,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.0622,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.7372,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.5188,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.4074,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.9895,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.5682,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.8634,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3928,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.9262,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.1509,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.8126,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.5093,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3709,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3222,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.4418,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.3646,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.2685,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.5414,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.4347,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.3487,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.1006,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.006,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.5277,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.3757,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.3005,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.3976,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.2771,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.5381,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.0317,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.5181,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.5236,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
-0.2826,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3423,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.6671,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.1077,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.4593,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.4734,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3674,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.0803,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.5803,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.6432,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.8624,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.5037,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.892,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.8786,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.1106,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.5215,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.0487,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.8947,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.2518,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.8272,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.8603,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.5994,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.4837,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.0282,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.6384,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.6975,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.4366,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
0.2903,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
4.2085,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.6679,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.0829,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
5.4693,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
4.0906,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
3.5195,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
4.6122,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
3.2484,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
3.2363,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
7.1507,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
4.7299,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
4.1649,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
6.8507,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
4.1992,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
3.8783,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
2.3132,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
0.3017,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
1.0791,"1_03062023_2_antenna_9_pulse_3","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
6.2097,"1_03062023_2_antenna_10_pulse_1","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
3.7816,"1_03062023_2_antenna_10_pulse_2","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
5.1837,"1_03062023_2_antenna_10_pulse_3","1_03062023_2_antenna_10","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
4.0397,"1_03062023_2_antenna_11_pulse_1","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
3.2961,"1_03062023_2_antenna_11_pulse_2","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
3.4485,"1_03062023_2_antenna_11_pulse_3","1_03062023_2_antenna_11","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
9.3833,"1_03062023_2_antenna_12_pulse_1","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
6.7663,"1_03062023_2_antenna_12_pulse_2","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
6.4859,"1_03062023_2_antenna_12_pulse_3","1_03062023_2_antenna_12","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl acetate","DmOR59b","DmOR59b_F_3"
5.1565,"1_03062023_2_antenna_7_pulse_1","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
4.061,"1_03062023_2_antenna_7_pulse_2","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.2463,"1_03062023_2_antenna_7_pulse_3","1_03062023_2_antenna_7","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
5.5672,"1_03062023_2_antenna_8_pulse_1","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
3.9602,"1_03062023_2_antenna_8_pulse_2","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.3609,"1_03062023_2_antenna_8_pulse_3","1_03062023_2_antenna_8","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
1.5411,"1_03062023_2_antenna_9_pulse_1","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
2.4685,"1_03062023_2_antenna_9_pulse_2","1_03062023_2_antenna_9","DmOR59b_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","Methyl butyrate","DmOR59b","DmOR59b_F_3"
