Exp_id,Conditions,Condition 1,Condition 2,Condition 3,Condition4,Antennas,Odorant Trials,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Remarks
6_04212023,3,DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3,DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3,DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3,NA,6,7,water 1,Octanal_e3,water 2,o-Cresol_e3,water 3,Pentyl acetate_e3,water 4,cond_1_test/cond_2_/cond_3_/
